SeriesID,EpisodeID,TaskID,ContestantID,ContestantName,Score
1,4,1,Contestant4,Rose Gray,4
1,4,1,Contestant5,Sally Watson,4
1,4,2,Contestant1,Barbara Reed,5
1,4,2,Contestant2,Una Reed,1
1,4,2,Contestant3,Oliver Morgan,5
1,4,2,Contestant4,Rose Gray,5
1,4,2,Contestant5,Sally Watson,1
1,4,3,Contestant1,Barbara Reed,1
1,4,3,Contestant2,Una Reed,1
1,4,3,Contestant3,Oliver Morgan,1
1,4,3,Contestant4,Rose Gray,4
1,4,3,Contestant5,Sally Watson,3
1,4,4,Contestant1,Barbara Reed,3
1,4,4,Contestant2,Una Reed,1
1,4,4,Contestant3,Oliver Morgan,3
1,4,4,Contestant4,Rose Gray,3
1,4,4,Contestant5,Sally Watson,1
1,4,5,Contestant1,Barbara Reed,3
1,4,5,Contestant2,Una Reed,5
1,4,5,Contestant3,Oliver Morgan,2
1,4,5,Contestant4,Rose Gray,2
1,4,5,Contestant5,Sally Watson,1
1,5,1,Contestant1,Barbara Reed,4
1,5,1,Contestant2,Una Reed,1
1,5,1,Contestant3,Oliver Morgan,4
1,5,1,Contestant4,Rose Gray,2
1,5,1,Contestant5,Sally Watson,1
1,5,2,Contestant1,Barbara Reed,5
1,5,2,Contestant2,Una Reed,3
1,5,2,Contestant3,Oliver Morgan,4
1,5,2,Contestant4,Rose Gray,3
1,5,2,Contestant5,Sally Watson,3
1,5,3,Contestant1,Barbara Reed,1
1,5,3,Contestant2,Una Reed,3
1,5,3,Contestant3,Oliver Morgan,5
1,5,3,Contestant4,Rose Gray,3
1,5,3,Contestant5,Sally Watson,1
1,5,4,Contestant1,Barbara Reed,5
1,5,4,Contestant2,Una Reed,2
1,5,4,Contestant3,Oliver Morgan,3
1,5,4,Contestant4,Rose Gray,1
1,5,4,Contestant5,Sally Watson,2
1,5,5,Contestant1,Barbara Reed,2
1,5,5,Contestant2,Una Reed,4
1,5,5,Contestant3,Oliver Morgan,5
1,5,5,Contestant4,Rose Gray,3
1,5,5,Contestant5,Sally Watson,1
1,6,1,Contestant1,Barbara Reed,4
1,6,1,Contestant2,Una Reed,5
1,6,1,Contestant3,Oliver Morgan,4
1,6,1,Contestant4,Rose Gray,5
1,6,1,Contestant5,Sally Watson,5
1,6,2,Contestant1,Barbara Reed,3
1,6,2,Contestant2,Una Reed,5
1,6,2,Contestant3,Oliver Morgan,4
1,6,2,Contestant4,Rose Gray,5
1,6,2,Contestant5,Sally Watson,3
1,6,3,Contestant1,Barbara Reed,3
1,6,3,Contestant2,Una Reed,4
1,6,3,Contestant3,Oliver Morgan,2
1,6,3,Contestant4,Rose Gray,2
1,6,3,Contestant5,Sally Watson,5
1,6,4,Contestant1,Barbara Reed,1
1,6,4,Contestant2,Una Reed,5
1,6,4,Contestant3,Oliver Morgan,4
1,6,4,Contestant4,Rose Gray,4
1,6,4,Contestant5,Sally Watson,4
1,6,5,Contestant1,Barbara Reed,4
1,6,5,Contestant2,Una Reed,4
1,6,5,Contestant3,Oliver Morgan,3
1,6,5,Contestant4,Rose Gray,2
1,6,5,Contestant5,Sally Watson,4
1,7,1,Contestant1,Barbara Reed,1
1,7,1,Contestant2,Una Reed,1
1,7,1,Contestant3,Oliver Morgan,1
1,7,1,Contestant4,Rose Gray,1
1,7,1,Contestant5,Sally Watson,3
1,7,2,Contestant1,Barbara Reed,1
1,7,2,Contestant2,Una Reed,4
1,7,2,Contestant3,Oliver Morgan,5
1,7,2,Contestant4,Rose Gray,1
1,7,2,Contestant5,Sally Watson,3
1,7,3,Contestant1,Barbara Reed,3
1,7,3,Contestant2,Una Reed,1
1,7,3,Contestant3,Oliver Morgan,5
1,7,3,Contestant4,Rose Gray,1
1,7,3,Contestant5,Sally Watson,3
1,7,4,Contestant1,Barbara Reed,2
1,7,4,Contestant2,Una Reed,4
1,7,4,Contestant3,Oliver Morgan,3
1,7,4,Contestant4,Rose Gray,1
1,7,4,Contestant5,Sally Watson,4
1,7,5,Contestant1,Barbara Reed,1
1,7,5,Contestant2,Una Reed,1
1,7,5,Contestant3,Oliver Morgan,2
1,7,5,Contestant4,Rose Gray,4
1,7,5,Contestant5,Sally Watson,4
1,8,1,Contestant1,Barbara Reed,2
1,8,1,Contestant2,Una Reed,3
1,8,1,Contestant3,Oliver Morgan,1
1,8,1,Contestant4,Rose Gray,5
1,8,1,Contestant5,Sally Watson,1
1,8,2,Contestant1,Barbara Reed,1
1,8,2,Contestant2,Una Reed,3
1,8,2,Contestant3,Oliver Morgan,1
1,8,2,Contestant4,Rose Gray,2
1,8,2,Contestant5,Sally Watson,2
1,8,3,Contestant1,Barbara Reed,4
1,8,3,Contestant2,Una Reed,5
1,8,3,Contestant3,Oliver Morgan,1
1,8,3,Contestant4,Rose Gray,1
1,8,3,Contestant5,Sally Watson,3
1,8,4,Contestant1,Barbara Reed,2
1,8,4,Contestant2,Una Reed,5
1,8,4,Contestant3,Oliver Morgan,4
1,8,4,Contestant4,Rose Gray,2
1,8,4,Contestant5,Sally Watson,4
1,8,5,Contestant1,Barbara Reed,3
1,8,5,Contestant2,Una Reed,3
1,8,5,Contestant3,Oliver Morgan,1
1,8,5,Contestant4,Rose Gray,5
1,8,5,Contestant5,Sally Watson,4
1,9,1,Contestant1,Barbara Reed,2
1,9,1,Contestant2,Una Reed,3
1,9,1,Contestant3,Oliver Morgan,1
1,9,1,Contestant4,Rose Gray,1
1,9,1,Contestant5,Sally Watson,4
1,9,2,Contestant1,Barbara Reed,3
1,9,2,Contestant2,Una Reed,5
1,9,2,Contestant3,Oliver Morgan,3
1,9,2,Contestant4,Rose Gray,4
1,9,2,Contestant5,Sally Watson,4
1,9,3,Contestant1,Barbara Reed,3
1,9,3,Contestant2,Una Reed,4
1,9,3,Contestant3,Oliver Morgan,3
1,9,3,Contestant4,Rose Gray,2
1,9,3,Contestant5,Sally Watson,3
1,9,4,Contestant1,Barbara Reed,3
1,9,4,Contestant2,Una Reed,4
1,9,4,Contestant3,Oliver Morgan,4
1,9,4,Contestant4,Rose Gray,1
1,9,4,Contestant5,Sally Watson,1
1,9,5,Contestant1,Barbara Reed,2
1,9,5,Contestant2,Una Reed,1
1,9,5,Contestant3,Oliver Morgan,3
1,9,5,Contestant4,Rose Gray,4
1,9,5,Contestant5,Sally Watson,1
1,10,1,Contestant1,Barbara Reed,1
1,10,1,Contestant2,Una Reed,2
1,10,1,Contestant3,Oliver Morgan,2
1,10,1,Contestant4,Rose Gray,3
1,10,1,Contestant5,Sally Watson,4
1,10,2,Contestant1,Barbara Reed,2
1,10,2,Contestant2,Una Reed,1
1,10,2,Contestant3,Oliver Morgan,4
1,10,2,Contestant4,Rose Gray,4
1,10,2,Contestant5,Sally Watson,1
1,10,3,Contestant1,Barbara Reed,2
1,10,3,Contestant2,Una Reed,1
1,10,3,Contestant3,Oliver Morgan,4
1,10,3,Contestant4,Rose Gray,5
1,10,3,Contestant5,Sally Watson,5
1,10,4,Contestant1,Barbara Reed,3
1,10,4,Contestant2,Una Reed,1
1,10,4,Contestant3,Oliver Morgan,1
1,10,4,Contestant4,Rose Gray,3
1,10,4,Contestant5,Sally Watson,3
1,10,5,Contestant1,Barbara Reed,3
1,10,5,Contestant2,Una Reed,4
1,10,5,Contestant3,Oliver Morgan,1
1,10,5,Contestant4,Rose Gray,4
1,10,5,Contestant5,Sally Watson,3
2,1,1,Contestant6,Mel Wright,1
2,1,1,Contestant7,Carrie Wood,4
2,1,1,Contestant8,Olivia Hall,4
2,1,1,Contestant9,Zain Bell,3
2,1,1,Contestant10,Alice Richardson,1
2,1,2,Contestant6,Mel Wright,3
2,1,2,Contestant7,Carrie Wood,1
2,1,2,Contestant8,Olivia Hall,5
2,1,2,Contestant9,Zain Bell,2
2,1,2,Contestant10,Alice Richardson,2
2,1,3,Contestant6,Mel Wright,2
2,1,3,Contestant7,Carrie Wood,3
2,1,3,Contestant8,Olivia Hall,5
2,1,3,Contestant9,Zain Bell,1
2,1,3,Contestant10,Alice Richardson,4
2,1,4,Contestant6,Mel Wright,1
2,1,4,Contestant7,Carrie Wood,4
2,1,4,Contestant8,Olivia Hall,1
2,1,4,Contestant9,Zain Bell,5
2,1,4,Contestant10,Alice Richardson,4
2,1,5,Contestant6,Mel Wright,3
2,1,5,Contestant7,Carrie Wood,1
2,1,5,Contestant8,Olivia Hall,1
2,1,5,Contestant9,Zain Bell,4
2,1,5,Contestant10,Alice Richardson,3
2,2,1,Contestant6,Mel Wright,3
2,2,1,Contestant7,Carrie Wood,5
2,2,1,Contestant8,Olivia Hall,3
2,2,1,Contestant9,Zain Bell,3
2,2,1,Contestant10,Alice Richardson,3
2,2,2,Contestant6,Mel Wright,2
2,2,2,Contestant7,Carrie Wood,5
2,2,2,Contestant8,Olivia Hall,1
2,2,2,Contestant9,Zain Bell,4
2,2,2,Contestant10,Alice Richardson,1
2,2,3,Contestant6,Mel Wright,5
2,2,3,Contestant7,Carrie Wood,4
2,2,3,Contestant8,Olivia Hall,5
2,2,3,Contestant9,Zain Bell,3
2,2,3,Contestant10,Alice Richardson,4
2,2,4,Contestant6,Mel Wright,3
2,2,4,Contestant7,Carrie Wood,1
2,2,4,Contestant8,Olivia Hall,1
2,2,4,Contestant9,Zain Bell,4
2,2,4,Contestant10,Alice Richardson,4
2,2,5,Contestant6,Mel Wright,5
2,2,5,Contestant7,Carrie Wood,5
2,2,5,Contestant8,Olivia Hall,3
2,2,5,Contestant9,Zain Bell,4
2,2,5,Contestant10,Alice Richardson,1
2,3,1,Contestant6,Mel Wright,5
2,3,1,Contestant7,Carrie Wood,5
2,3,1,Contestant8,Olivia Hall,1
2,3,1,Contestant9,Zain Bell,5
2,3,1,Contestant10,Alice Richardson,3
2,3,2,Contestant6,Mel Wright,4
2,3,2,Contestant7,Carrie Wood,1
2,3,2,Contestant8,Olivia Hall,4
2,3,2,Contestant9,Zain Bell,5
2,3,2,Contestant10,Alice Richardson,5
2,3,3,Contestant6,Mel Wright,1
2,3,3,Contestant7,Carrie Wood,3
2,3,3,Contestant8,Olivia Hall,2
2,3,3,Contestant9,Zain Bell,1
2,3,3,Contestant10,Alice Richardson,2
2,3,4,Contestant6,Mel Wright,2
2,3,4,Contestant7,Carrie Wood,3
2,3,4,Contestant8,Olivia Hall,2
2,3,4,Contestant9,Zain Bell,2
2,3,4,Contestant10,Alice Richardson,3
2,3,5,Contestant6,Mel Wright,2
2,3,5,Contestant7,Carrie Wood,2
2,3,5,Contestant8,Olivia Hall,2
2,3,5,Contestant9,Zain Bell,1
2,3,5,Contestant10,Alice Richardson,1
2,4,1,Contestant6,Mel Wright,1
2,4,1,Contestant7,Carrie Wood,3
2,4,1,Contestant8,Olivia Hall,5
2,4,1,Contestant9,Zain Bell,2
2,4,1,Contestant10,Alice Richardson,2
2,4,2,Contestant6,Mel Wright,3
2,4,2,Contestant7,Carrie Wood,2
2,4,2,Contestant8,Olivia Hall,1
2,4,2,Contestant9,Zain Bell,5
2,4,2,Contestant10,Alice Richardson,4
2,4,3,Contestant6,Mel Wright,2
2,4,3,Contestant7,Carrie Wood,1
2,4,3,Contestant8,Olivia Hall,4
2,4,3,Contestant9,Zain Bell,5
2,4,3,Contestant10,Alice Richardson,4
2,4,4,Contestant6,Mel Wright,1
2,4,4,Contestant7,Carrie Wood,4
2,4,4,Contestant8,Olivia Hall,3
2,4,4,Contestant9,Zain Bell,4
2,4,4,Contestant10,Alice Richardson,2
2,4,5,Contestant6,Mel Wright,2
2,4,5,Contestant7,Carrie Wood,3
2,4,5,Contestant8,Olivia Hall,1
2,4,5,Contestant9,Zain Bell,2
2,4,5,Contestant10,Alice Richardson,5
2,5,1,Contestant6,Mel Wright,2
2,5,1,Contestant7,Carrie Wood,2
2,5,1,Contestant8,Olivia Hall,1
2,5,1,Contestant9,Zain Bell,4
2,5,1,Contestant10,Alice Richardson,2
2,5,2,Contestant6,Mel Wright,3
2,5,2,Contestant7,Carrie Wood,4
2,5,2,Contestant8,Olivia Hall,5
2,5,2,Contestant9,Zain Bell,1
2,5,2,Contestant10,Alice Richardson,5
2,5,3,Contestant6,Mel Wright,4
2,5,3,Contestant7,Carrie Wood,4
2,5,3,Contestant8,Olivia Hall,4
2,5,3,Contestant9,Zain Bell,5
2,5,3,Contestant10,Alice Richardson,4
2,5,4,Contestant6,Mel Wright,5
2,5,4,Contestant7,Carrie Wood,4
2,5,4,Contestant8,Olivia Hall,3
2,5,4,Contestant9,Zain Bell,4
2,5,4,Contestant10,Alice Richardson,5
2,5,5,Contestant6,Mel Wright,2
2,5,5,Contestant7,Carrie Wood,4
2,5,5,Contestant8,Olivia Hall,2
2,5,5,Contestant9,Zain Bell,3
2,5,5,Contestant10,Alice Richardson,1
2,6,1,Contestant6,Mel Wright,3
2,6,1,Contestant7,Carrie Wood,4
2,6,1,Contestant8,Olivia Hall,2
2,6,1,Contestant9,Zain Bell,2
2,6,1,Contestant10,Alice Richardson,5
2,6,2,Contestant6,Mel Wright,2
2,6,2,Contestant7,Carrie Wood,5
2,6,2,Contestant8,Olivia Hall,1
2,6,2,Contestant9,Zain Bell,4
2,6,2,Contestant10,Alice Richardson,5
2,6,3,Contestant6,Mel Wright,1
2,6,3,Contestant7,Carrie Wood,2
2,6,3,Contestant8,Olivia Hall,2
2,6,3,Contestant9,Zain Bell,1
2,6,3,Contestant10,Alice Richardson,2
2,6,4,Contestant6,Mel Wright,1
2,6,4,Contestant7,Carrie Wood,5
2,6,4,Contestant8,Olivia Hall,5
2,6,4,Contestant9,Zain Bell,1
2,6,4,Contestant10,Alice Richardson,5
2,6,5,Contestant6,Mel Wright,5
2,6,5,Contestant7,Carrie Wood,5
2,6,5,Contestant8,Olivia Hall,3
2,6,5,Contestant9,Zain Bell,4
2,6,5,Contestant10,Alice Richardson,2
2,7,1,Contestant6,Mel Wright,3
2,7,1,Contestant7,Carrie Wood,5
2,7,1,Contestant8,Olivia Hall,1
2,7,1,Contestant9,Zain Bell,5
2,7,1,Contestant10,Alice Richardson,4
2,7,2,Contestant6,Mel Wright,5
2,7,2,Contestant7,Carrie Wood,1
2,7,2,Contestant8,Olivia Hall,4
2,7,2,Contestant9,Zain Bell,5
2,7,2,Contestant10,Alice Richardson,4
2,7,3,Contestant6,Mel Wright,2
2,7,3,Contestant7,Carrie Wood,2
2,7,3,Contestant8,Olivia Hall,5
2,7,3,Contestant9,Zain Bell,4
2,7,3,Contestant10,Alice Richardson,1
2,7,4,Contestant6,Mel Wright,5
2,7,4,Contestant7,Carrie Wood,2
2,7,4,Contestant8,Olivia Hall,2
2,7,4,Contestant9,Zain Bell,5
2,7,4,Contestant10,Alice Richardson,4
2,7,5,Contestant6,Mel Wright,2
2,7,5,Contestant7,Carrie Wood,4
2,7,5,Contestant8,Olivia Hall,2
2,7,5,Contestant9,Zain Bell,2
2,7,5,Contestant10,Alice Richardson,3
2,8,1,Contestant6,Mel Wright,2
2,8,1,Contestant7,Carrie Wood,1
2,8,1,Contestant8,Olivia Hall,5
2,8,1,Contestant9,Zain Bell,5
2,8,1,Contestant10,Alice Richardson,4
2,8,2,Contestant6,Mel Wright,2
2,8,2,Contestant7,Carrie Wood,1
2,8,2,Contestant8,Olivia Hall,4
2,8,2,Contestant9,Zain Bell,3
2,8,2,Contestant10,Alice Richardson,4
2,8,3,Contestant6,Mel Wright,4
2,8,3,Contestant7,Carrie Wood,2
2,8,3,Contestant8,Olivia Hall,3
2,8,3,Contestant9,Zain Bell,4
2,8,3,Contestant10,Alice Richardson,1
2,8,4,Contestant6,Mel Wright,1
2,8,4,Contestant7,Carrie Wood,5
2,8,4,Contestant8,Olivia Hall,3
2,8,4,Contestant9,Zain Bell,3
2,8,4,Contestant10,Alice Richardson,5
2,8,5,Contestant6,Mel Wright,4
2,8,5,Contestant7,Carrie Wood,3
2,8,5,Contestant8,Olivia Hall,1
2,8,5,Contestant9,Zain Bell,1
2,8,5,Contestant10,Alice Richardson,2
2,9,1,Contestant6,Mel Wright,3
2,9,1,Contestant7,Carrie Wood,4
2,9,1,Contestant8,Olivia Hall,5
2,9,1,Contestant9,Zain Bell,5
2,9,1,Contestant10,Alice Richardson,4
2,9,2,Contestant6,Mel Wright,2
2,9,2,Contestant7,Carrie Wood,5
2,9,2,Contestant8,Olivia Hall,3
2,9,2,Contestant9,Zain Bell,2
2,9,2,Contestant10,Alice Richardson,3
2,9,3,Contestant6,Mel Wright,1
2,9,3,Contestant7,Carrie Wood,2
2,9,3,Contestant8,Olivia Hall,5
2,9,3,Contestant9,Zain Bell,2
2,9,3,Contestant10,Alice Richardson,2
2,9,4,Contestant6,Mel Wright,2
2,9,4,Contestant7,Carrie Wood,2
2,9,4,Contestant8,Olivia Hall,3
2,9,4,Contestant9,Zain Bell,1
2,9,4,Contestant10,Alice Richardson,4
2,9,5,Contestant6,Mel Wright,2
2,9,5,Contestant7,Carrie Wood,5
2,9,5,Contestant8,Olivia Hall,2
2,9,5,Contestant9,Zain Bell,5
2,9,5,Contestant10,Alice Richardson,3
2,10,1,Contestant6,Mel Wright,5
2,10,1,Contestant7,Carrie Wood,4
2,10,1,Contestant8,Olivia Hall,1
2,10,1,Contestant9,Zain Bell,5
2,10,1,Contestant10,Alice Richardson,5
2,10,2,Contestant6,Mel Wright,1
2,10,2,Contestant7,Carrie Wood,4
2,10,2,Contestant8,Olivia Hall,2
2,10,2,Contestant9,Zain Bell,5
2,10,2,Contestant10,Alice Richardson,1
2,10,3,Contestant6,Mel Wright,3
2,10,3,Contestant7,Carrie Wood,1
2,10,3,Contestant8,Olivia Hall,3
2,10,3,Contestant9,Zain Bell,4
2,10,3,Contestant10,Alice Richardson,2
2,10,4,Contestant6,Mel Wright,1
2,10,4,Contestant7,Carrie Wood,5
2,10,4,Contestant8,Olivia Hall,4
2,10,4,Contestant9,Zain Bell,1
2,10,4,Contestant10,Alice Richardson,5
2,10,5,Contestant6,Mel Wright,1
2,10,5,Contestant7,Carrie Wood,3
2,10,5,Contestant8,Olivia Hall,1
2,10,5,Contestant9,Zain Bell,1
2,10,5,Contestant10,Alice Richardson,1
3,1,1,Contestant11,Rob Sanders,4
3,1,1,Contestant12,Phil Sanders,1
3,1,1,Contestant13,Chris Ross,5
3,1,1,Contestant14,Daisy Walker,3
3,1,1,Contestant15,Oscar Kelly,3
3,1,2,Contestant11,Rob Sanders,1
3,1,2,Contestant12,Phil Sanders,4
3,1,2,Contestant13,Chris Ross,4
3,1,2,Contestant14,Daisy Walker,5
3,1,2,Contestant15,Oscar Kelly,1
3,1,3,Contestant11,Rob Sanders,3
3,1,3,Contestant12,Phil Sanders,4
3,1,3,Contestant13,Chris Ross,1
3,1,3,Contestant14,Daisy Walker,4
3,1,3,Contestant15,Oscar Kelly,4
3,1,4,Contestant11,Rob Sanders,3
3,1,4,Contestant12,Phil Sanders,2
3,1,4,Contestant13,Chris Ross,5
3,1,4,Contestant14,Daisy Walker,5
3,1,4,Contestant15,Oscar Kelly,3
3,1,5,Contestant11,Rob Sanders,4
3,1,5,Contestant12,Phil Sanders,1
3,1,5,Contestant13,Chris Ross,4
3,1,5,Contestant14,Daisy Walker,3
3,1,5,Contestant15,Oscar Kelly,5
3,2,1,Contestant11,Rob Sanders,4
3,2,1,Contestant12,Phil Sanders,5
3,2,1,Contestant13,Chris Ross,1
3,2,1,Contestant14,Daisy Walker,5
3,2,1,Contestant15,Oscar Kelly,5
3,2,2,Contestant11,Rob Sanders,2
3,2,2,Contestant12,Phil Sanders,2
3,2,2,Contestant13,Chris Ross,2
3,2,2,Contestant14,Daisy Walker,5
3,2,2,Contestant15,Oscar Kelly,3
3,2,3,Contestant11,Rob Sanders,5
3,2,3,Contestant12,Phil Sanders,3
3,2,3,Contestant13,Chris Ross,3
3,2,3,Contestant14,Daisy Walker,2
3,2,3,Contestant15,Oscar Kelly,4
3,2,4,Contestant11,Rob Sanders,1
3,2,4,Contestant12,Phil Sanders,2
3,2,4,Contestant13,Chris Ross,2
3,2,4,Contestant14,Daisy Walker,4
3,2,4,Contestant15,Oscar Kelly,1
3,2,5,Contestant11,Rob Sanders,5
3,2,5,Contestant12,Phil Sanders,5
3,2,5,Contestant13,Chris Ross,2
3,2,5,Contestant14,Daisy Walker,1
3,2,5,Contestant15,Oscar Kelly,2
3,3,1,Contestant11,Rob Sanders,3
3,3,1,Contestant12,Phil Sanders,2
3,3,1,Contestant13,Chris Ross,2
3,3,1,Contestant14,Daisy Walker,5
3,3,1,Contestant15,Oscar Kelly,5
3,3,2,Contestant11,Rob Sanders,5
3,3,2,Contestant12,Phil Sanders,3
3,3,2,Contestant13,Chris Ross,5
3,3,2,Contestant14,Daisy Walker,1
3,3,2,Contestant15,Oscar Kelly,4
3,3,3,Contestant11,Rob Sanders,1
3,3,3,Contestant12,Phil Sanders,1
3,3,3,Contestant13,Chris Ross,5
3,3,3,Contestant14,Daisy Walker,4
3,3,3,Contestant15,Oscar Kelly,4
3,3,4,Contestant11,Rob Sanders,4
3,3,4,Contestant12,Phil Sanders,3
3,3,4,Contestant13,Chris Ross,5
3,3,4,Contestant14,Daisy Walker,4
3,3,4,Contestant15,Oscar Kelly,3
3,3,5,Contestant11,Rob Sanders,2
3,3,5,Contestant12,Phil Sanders,2
3,3,5,Contestant13,Chris Ross,3
3,3,5,Contestant14,Daisy Walker,3
3,3,5,Contestant15,Oscar Kelly,5
3,4,1,Contestant11,Rob Sanders,5
3,4,1,Contestant12,Phil Sanders,2
3,4,1,Contestant13,Chris Ross,4
3,4,1,Contestant14,Daisy Walker,2
3,4,1,Contestant15,Oscar Kelly,4
3,4,2,Contestant11,Rob Sanders,4
3,4,2,Contestant12,Phil Sanders,5
3,4,2,Contestant13,Chris Ross,1
3,4,2,Contestant14,Daisy Walker,1
3,4,2,Contestant15,Oscar Kelly,3
3,4,3,Contestant11,Rob Sanders,5
3,4,3,Contestant12,Phil Sanders,4
3,4,3,Contestant13,Chris Ross,1
3,4,3,Contestant14,Daisy Walker,4
3,4,3,Contestant15,Oscar Kelly,1
3,4,4,Contestant11,Rob Sanders,1
3,4,4,Contestant12,Phil Sanders,1
3,4,4,Contestant13,Chris Ross,5
3,4,4,Contestant14,Daisy Walker,2
3,4,4,Contestant15,Oscar Kelly,4
3,4,5,Contestant11,Rob Sanders,5
3,4,5,Contestant12,Phil Sanders,5
3,4,5,Contestant13,Chris Ross,5
3,4,5,Contestant14,Daisy Walker,5
3,4,5,Contestant15,Oscar Kelly,5
3,5,1,Contestant11,Rob Sanders,3
3,5,1,Contestant12,Phil Sanders,4
3,5,1,Contestant13,Chris Ross,5
3,5,1,Contestant14,Daisy Walker,4
3,5,1,Contestant15,Oscar Kelly,3
3,5,2,Contestant11,Rob Sanders,3
3,5,2,Contestant12,Phil Sanders,4
3,5,2,Contestant13,Chris Ross,1
3,5,2,Contestant14,Daisy Walker,2
3,5,2,Contestant15,Oscar Kelly,1
3,5,3,Contestant11,Rob Sanders,1
3,5,3,Contestant12,Phil Sanders,1
3,5,3,Contestant13,Chris Ross,5
3,5,3,Contestant14,Daisy Walker,3
3,5,3,Contestant15,Oscar Kelly,1
3,5,4,Contestant11,Rob Sanders,3
3,5,4,Contestant12,Phil Sanders,4
3,5,4,Contestant13,Chris Ross,2
3,5,4,Contestant14,Daisy Walker,4
3,5,4,Contestant15,Oscar Kelly,4
3,5,5,Contestant11,Rob Sanders,5
3,5,5,Contestant12,Phil Sanders,2
3,5,5,Contestant13,Chris Ross,4
3,5,5,Contestant14,Daisy Walker,4
3,5,5,Contestant15,Oscar Kelly,2
3,6,1,Contestant11,Rob Sanders,2
3,6,1,Contestant12,Phil Sanders,4
3,6,1,Contestant13,Chris Ross,2
3,6,1,Contestant14,Daisy Walker,4
3,6,1,Contestant15,Oscar Kelly,4
3,6,2,Contestant11,Rob Sanders,5
3,6,2,Contestant12,Phil Sanders,1
3,6,2,Contestant13,Chris Ross,4
3,6,2,Contestant14,Daisy Walker,3
3,6,2,Contestant15,Oscar Kelly,1
3,6,3,Contestant11,Rob Sanders,1
3,6,3,Contestant12,Phil Sanders,1
3,6,3,Contestant13,Chris Ross,5
3,6,3,Contestant14,Daisy Walker,4
3,6,3,Contestant15,Oscar Kelly,5
3,6,4,Contestant11,Rob Sanders,4
3,6,4,Contestant12,Phil Sanders,5
3,6,4,Contestant13,Chris Ross,5
3,6,4,Contestant14,Daisy Walker,3
